time_slot,Bus-01_kw,Bus-02_kw,Bus-03_kw,Bus-04_kw,Staff-01_kw,Staff-02_kw,ev_total_kw,building_load_kw,contract_limit_kw,site_total_kw,tou_price_per_kwh,Bus-01_soc,Bus-02_soc,Bus-03_soc,Bus-04_soc,Staff-01_soc,Staff-02_soc
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,400.0,140.0,0.06,0.8500000000001438,0.9000000000000775,0.8000000000000766,0.7500000000000493,0.8000000000004654,0.7000000000003077
