time_slot,Bus-01_kw,Bus-02_kw,Bus-03_kw,Bus-04_kw,Staff-01_kw,Staff-02_kw,ev_total_kw,building_load_kw,contract_limit_kw,site_total_kw,tou_price_per_kwh,Bus-01_soc,Bus-02_soc,Bus-03_soc,Bus-04_soc,Staff-01_soc,Staff-02_soc
0,20.471930919920606,0.0,0.0,0.0,0.0,0.0,20.471930919920606,140.0,800.0,160.4719309199206,0.06,0.4153539481899405,0.55,0.3,0.2,0.5,0.35
1,20.471930919920606,0.0,0.0,0.0,0.0,0.0,20.471930919920606,140.0,800.0,160.4719309199206,0.06,0.43070789637988094,0.55,0.3,0.2,0.5,0.35
2,20.471930919920606,0.0,0.0,0.0,0.0,0.0,20.471930919920606,140.0,800.0,160.4719309199206,0.06,0.4460618445698214,0.55,0.3,0.2,0.5,0.35
3,20.471930919920606,0.0,0.0,0.0,0.0,0.0,20.471930919920606,140.0,800.0,160.4719309199206,0.06,0.46141579275976186,0.55,0.3,0.2,0.5,0.35
4,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.47721313845871083,0.5644872351205338,0.3,0.2,0.5,0.35
5,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.49301048415765975,0.5789744702410675,0.3,0.2,0.5,0.35
6,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5088078298566088,0.5934617053616011,0.3,0.2,0.5,0.35
7,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5246051755555576,0.6079489404821349,0.3,0.2,0.5,0.35
8,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5404025212545066,0.6224361756026686,0.3,0.2,0.5,0.35
9,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5561998669534556,0.6369234107232024,0.3,0.2,0.5,0.35
10,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5719972126524046,0.6514106458437361,0.3,0.2,0.5,0.35
11,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.5877945583513535,0.6658978809642697,0.3,0.2,0.5,0.35
12,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.6035919040503025,0.6803851160848035,0.3,0.2,0.5,0.35
13,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.6193892497492515,0.6948723512053372,0.3,0.2,0.5,0.35
14,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.6351865954482004,0.7093595863258708,0.3,0.2,0.5,0.35
15,21.063127598598612,19.31631349404495,0.0,0.0,0.0,0.0,40.37944109264356,140.0,800.0,180.37944109264356,0.06,0.6509839411471494,0.7238468214464046,0.3,0.2,0.5,0.35
16,21.861440329291472,19.471960822692985,34.99999999984419,0.0,0.0,0.0,76.33340115182865,140.0,800.0,216.33340115182864,0.06,0.667380021394118,0.7384507920634243,0.325156249999888,0.2,0.5,0.35
17,21.861440329291472,19.471960822692985,34.99999999984419,0.0,0.0,0.0,76.33340115182865,140.0,800.0,216.33340115182864,0.06,0.6837761016410866,0.753054762680444,0.35031249999977604,0.2,0.5,0.35
18,21.861440329291472,19.471960822692985,34.99999999984419,0.0,0.0,0.0,76.33340115182865,140.0,800.0,216.33340115182864,0.06,0.7001721818880552,0.7676587332974638,0.37546874999966406,0.2,0.5,0.35
19,21.861440329291472,19.471960822692985,34.99999999984419,0.0,0.0,0.0,76.33340115182865,140.0,800.0,216.33340115182864,0.06,0.7165682621350238,0.7822627039144835,0.40062499999955203,0.2,0.5,0.35
20,21.861440329291472,19.471960822692985,34.99999999984419,0.0,0.0,0.0,76.33340115182865,140.0,800.0,216.33340115182864,0.06,0.7329643423819924,0.7968666745315033,0.42578124999944006,0.2,0.5,0.35
