time_slot,Bus-01_kw,Bus-02_kw,Bus-03_kw,Bus-04_kw,Staff-01_kw,Staff-02_kw,ev_total_kw,building_load_kw,contract_limit_kw,site_total_kw,tou_price_per_kwh,Bus-01_soc,Bus-02_soc,Bus-03_soc,Bus-04_soc,Staff-01_soc,Staff-02_soc
0,40.31803428390491,0.0,0.0,0.0,0.0,0.0,40.31803428390491,140.0,400.0,180.31803428390492,0.06,0.4302385257129287,0.55,0.3,0.2,0.5,0.35
1,40.31803428390491,0.0,0.0,0.0,0.0,0.0,40.31803428390491,140.0,400.0,180.31803428390492,0.06,0.4604770514258574,0.55,0.3,0.2,0.5,0.35
2,40.31803428390491,0.0,0.0,0.0,0.0,0.0,40.31803428390491,140.0,400.0,180.31803428390492,0.06,0.49071557713878605,0.55,0.3,0.2,0.5,0.35
3,40.31803428390491,0.0,0.0,0.0,0.0,0.0,40.31803428390491,140.0,400.0,180.31803428390492,0.06,0.5209541028517147,0.55,0.3,0.2,0.5,0.35
4,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.536204204525892,0.5649884240383125,0.3,0.2,0.5,0.35
5,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.5514543062000693,0.579976848076625,0.3,0.2,0.5,0.35
6,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.5667044078742466,0.5949652721149374,0.3,0.2,0.5,0.35
7,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.5819545095484239,0.6099536961532498,0.3,0.2,0.5,0.35
8,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.5972046112226012,0.6249421201915623,0.3,0.2,0.5,0.35
9,20.333468898903053,19.984565384416598,0.0,0.0,0.0,0.0,40.31803428331965,140.0,400.0,180.31803428331966,0.06,0.6124547128967784,0.6399305442298747,0.3,0.2,0.5,0.35
