time_slot,Bus-01_kw,Bus-02_kw,Bus-03_kw,Bus-04_kw,Staff-01_kw,Staff-02_kw,ev_total_kw,building_load_kw,contract_limit_kw,site_total_kw,tou_price_per_kwh,Bus-01_soc,Bus-02_soc,Bus-03_soc,Bus-04_soc,Staff-01_soc,Staff-02_soc
0,21.144692088460268,0.0,0.0,0.0,0.0,0.0,21.144692088460268,140.0,400.0,161.14469208846026,0.06,0.41585851906634524,0.55,0.3,0.2,0.5,0.35
1,21.144692088460268,0.0,0.0,0.0,0.0,0.0,21.144692088460268,140.0,400.0,161.14469208846026,0.06,0.4317170381326904,0.55,0.3,0.2,0.5,0.35
2,21.144692088460268,0.0,0.0,0.0,0.0,0.0,21.144692088460268,140.0,400.0,161.14469208846026,0.06,0.44757555719903563,0.55,0.3,0.2,0.5,0.35
3,21.144692088460268,0.0,0.0,0.0,0.0,0.0,21.144692088460268,140.0,400.0,161.14469208846026,0.06,0.4634340762653808,0.55,0.3,0.2,0.5,0.35
4,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.4795782983211698,0.5646377523353615,0.3,0.2,0.5,0.35
5,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.49572252037695885,0.5792755046707231,0.3,0.2,0.5,0.35
6,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5118667424327479,0.5939132570060845,0.3,0.2,0.5,0.35
7,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5280109644885368,0.608551009341446,0.3,0.2,0.5,0.35
8,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5441551865443258,0.6231887616768075,0.3,0.2,0.5,0.35
9,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5602994086001148,0.637826514012169,0.3,0.2,0.5,0.35
10,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5764436306559038,0.6524642663475305,0.3,0.2,0.5,0.35
11,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.5925878527116928,0.667102018682892,0.3,0.2,0.5,0.35
12,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.6087320747674818,0.6817397710182536,0.3,0.2,0.5,0.35
13,21.525629407718665,19.517003113815328,0.0,0.0,0.0,0.0,41.04263252153399,140.0,400.0,181.042632521534,0.06,0.6248762968232708,0.696377523353615,0.3,0.2,0.5,0.35
